system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
224,https://www.ptt.cc/bbs/Food/M.1662215602.A.AE8.html,[食記]高雄鹽埕區│樺達奶茶總店,2022-09-03 22:33:20,roger31311,Food,"餐廳名稱：樺達奶茶總店
消費時間：2022年8/月
地址：高雄市鹽埕區新樂街101號
電話：07-551-2151
營業時間：09：00–22：00
每人平均價位：$55


好讀圖文版：
https://rlaidiary.com/hwada-milktea/
創立於1982年的樺達奶茶
雖然是從高雄起家
但至今在全台許多的百貨公司都有分店
逛街時總能看到排隊買飲料的盛況
品牌的最大特點就在於茶底
分別以紅茶、普洱茶及烏龍茶等依不同比例調製
而且即便是冰飲也是經過冰鎮
不添加冰塊影響風味
從第一口到喝完的滋味都是相同的

品牌的創始店位在高雄市鹽埕區
有著奶茶街稱號的新樂街
雖說是創始總店
但店面經過整修看起來乾淨明亮
不會給人老店的疲態感
卻也不像某些百貨公司分店看起來的大氣…XD


樺達奶茶總店 菜單

樺達的價位在全省共分為兩種
分別是台南以北地區
以及高雄、屏東地區
所有品項的比例和甜度都是固定的標示
而且所有飲品也都是均一價


樺達奶茶+珍珠│55元+5元

樺達奶茶的比例為紅茶+牛乳
甜度則是8分
如果平常是習慣喝微糖的人可能會覺得偏甜
但會慢慢地覺得越喝越順口

樺達的另一項特色就是使用蓋子而不用封膜
主要是擔心封膜遇熱後產生化學變化造成影響
如果是放進袋子用提的人可能要注意不要放倒了
不然飲料可能會滲出喔

加價5元的珍珠口感比想像的還Q
店家的珍珠是每日現場烹煮
為了品質到了晚上會控制數量
所以如果太晚來可能就沒有了！！


益壽奶茶+珍珠│55元+5元

益壽奶茶的甜度是3分
比例則是紅茶1/2、普洱茶1/2＋牛乳
甜度和茶味較平均
應該是大多數人都能接受的口味


平均花費與心得

此次平均花費金額：60元/人

現今的飲料店隨處可見競爭激烈
這種有著堅持的老店還是能夠屹立不搖
如果有來附近可以順路到創始總店朝聖
但也不用到刻意強求
因為全省已有不少的分店
每個品項的比例都是固定的
所以味道和品質應該也不會差太多
",[],1.168.67.48,2022-09-04 01:12:37,ptt
225,https://www.ptt.cc/bbs/Food/M.1662216943.A.A7B.html,[食記]高雄宇兵衛壽司·丼飯專賣店,2022-09-03 22:55:41,lumike0602,Food,"餐廳名稱： 宇兵衛壽司·丼飯專賣店
消費時間：2022年/8月
地址：高雄市左營區立大路151號
電話：07-3411778
營業時間：11:30–14:30, 18:00–21:30
每人平均價位：$300-500
可否刷卡：否",[],1.160.102.80,2022-09-04 01:12:37,ptt
226,https://www.ptt.cc/bbs/Food/M.1662265969.A.48F.html,[食記]高雄夢時代-點主餐享自助吧★米塔牛排,2022-09-04 12:32:47,happy919girl,Food,"消費時間：2022.06.11
   地址：高雄市前鎮區中華五路789號(夢時代6F)
   電話：(07)812-6928
   營業時間：平日11:00~14:00 / 17:00~22:00 假日11:00~22:00
   PS.每人低消一份主餐；所有餐點不提供打包外帶服務

   圖文並茂網誌：
https://happy919girl.pixnet.net/blog/post/48262884
最近不管走到哪都會看到米塔集團旗下的餐飲品牌，
   除了我們在SKM Park的愛店""大河屋""，
   還有日本橋浜町食事処、千荷田鍋物、川師傅功夫麵舖等，
   以及這間黃先生每次經過總嚷著要吃的『米塔炙燒牛排』。

   夢時代店有供應熟成菲力、沙朗、香蒜牛排、德國豬腳、香煎魚排、
   碳烤雞腿排等10道肉類主餐，選擇不多，若擔心吃不飽也能加購前菜及沙拉。

   點主餐可享自助吧吃到飽，有奶油焗白菜、清爽解膩的醋溜木耳、柚子蘿蔔，
   湯品是玉米濃湯和羅宋湯，還有能讓人吃飽飽的咖哩飯、瓜仔肉飯，
   飲料部分選擇更是多樣，有可樂、奶茶、義式咖啡、抹茶拿鐵等。

   繞自助吧巡禮一圈後，店員剛好送來了『歐式餐包』佐松露沾醬，
   看似普通的附餐麵包口感軟Q有咬勁，咀嚼間散發出的淡淡麵粉香好誘人。

  『炙燒香蒜牛排($628)』是選用美國安格斯牛的板腱部位，
   烤至五分熟的板腱牛肉質軟嫩且不會嚼不爛，
   搭配外層的蒜酥一起吃，不用沾醬就很夠味。
   如果覺得不夠熟，也可將牛排切開後放在旁邊附的鑄鐵磁石上熟成。

   先煎再烤的『碳烤雞腿排($398)』外皮""超""酥脆，一刀切下肉汁便隨著切口流出，
   雞腿排鮮嫩多汁，可惜外皮偏厚吃起來稍嫌乾硬。

   [yi言一語]
   既然主打""炙燒牛排專門店""，其牛排的品質自然不在話下，
   但相較於其他分店的自助吧有熱食、炸物、甜品、水果等，
   夢時代店的似乎比較像是飲料吧(冷熱飲算一算應該有20幾種)。

","[{""cmtStatus"": ""→"", ""cmtPoster"": ""saku0317"", ""cmtContent"": "":說飲料吧，也太抬舉，完全不建議去"", ""cmtDate"": ""2022-09-04 16:44:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Karstens"", ""cmtContent"": "":雷"", ""cmtDate"": ""2022-09-04 20:02:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""shelesa22"", ""cmtContent"": "":這間很雷+1完全不值得吃"", ""cmtDate"": ""2022-09-04 21:03:00""}]",122.254.8.55,2022-09-05 01:12:59,ptt
227,https://www.ptt.cc/bbs/Food/M.1662277467.A.A79.html,[食記]高雄魚＆吉麵食/舒芙蕾,2022-09-04 15:44:23,dindin314,Food,"餐廳名稱：魚＆吉
   消費時間：2022年8月
   地址：高雄市新興區中正三路44之1號
        （店家地址雖然是中正路，不過其實在後面的小巷子喔）
   電話：0973157622
   營業時間：依店家臉書公告為主

網誌：
https://lealea0614.pixnet.net/blog/post/355284808
知道逍遙園這個景點很久
但一直都沒來逛逛
這天假日剛好要去附近的玩具展閒晃，魚＆吉就在逍遙園對面啦！
門口其實感覺蠻低調的
我還想說不知道是不是正門

老宅改建的房子真的有不同的氛圍
菜單可以參考粉絲專頁
點餐之前也有一些生活公約要參考喔！
戶外空間真的超美！而且可以直接看到逍遙園
但沒有冷氣所以我放棄，哈哈哈哈
魚＆吉是採自助式的，找到位子點好餐再去取餐
可能因為店家人數不多，這次吃飯感覺出餐比較慢一點
用餐有趕時間的就自己評估一下摟！
店貓超級可愛呀！
大阪燒拌麵＄130
麵條ＱＱ的，吃起來真的就是大阪燒醬的味道
以男生來說份量可能會吃不飽，感覺是女生會偏愛的口味，鹹甜鹹甜的
皮蛋拌麵＄130
我本人是皮蛋愛好者
本來預期會有很濃的皮蛋口感跟味道，不過其實有稍微被醬汁蓋掉
切絲的蘿蔔絲口感有偏乾一點，整體來說夏天吃還是清爽開胃
我還蠻喜歡的！
芒果舒芙蕾印象中是當天限定
應該是每天會有不同的特定口味（詳細有點忘了哈哈）
本來看到上面的鮮奶油擔心會很膩口
但吃起來不像是鮮奶油耶！嚐起來是有點酸甜的口味，像是優格
一點都不甜膩，搭配芒果跟軟嫩的舒芙蕾
舒芙蕾的口感柔嫩適中
果然是店家的招牌呀！我一個人吃光了這份，哈哈哈！！



",[],61.227.208.93,2022-09-05 01:12:59,ptt
228,https://www.ptt.cc/bbs/Food/M.1662346939.A.3CF.html,[食記]高雄前金拉麵-らーめん壱RamenIchi,2022-09-05 11:02:17,BOSOMGIRL,Food,"餐廳名稱：らーめん壱 Ramen Ichi
消費時間：2022年/8月

營業：11:30–14:00/17:30–21:00(週一公休)
電話：07-2218883
地址：高雄市前金區成功一路298號
捷運：輕軌C10光榮碼頭站 (步行8分鐘)
平均：$200-300/人
推薦：味玉豚骨醬油拉麵、味玉沾麵",[],220.142.48.217,2022-09-06 01:12:42,ptt
229,https://www.ptt.cc/bbs/Food/M.1662520577.A.C27.html,[食記]高雄左營小吃-老神在在,2022-09-07 11:16:14,BOSOMGIRL,Food,"餐廳名稱：老神在在
消費時間：2022年/8月

老神在在-左營區小吃推薦

營業：11:00–14:00/16:30–21:00
電話：07-5568162
地址：高雄市左營區辛亥路188號
平均：$100-150/人
推薦：香菇煨雞、清燉蔬煨牛腩、乾拌麵線",[],220.142.48.217,2022-09-08 01:12:32,ptt
230,https://www.ptt.cc/bbs/Food/M.1662538041.A.771.html,[廣宣]潮州喬汕聖火鍋-必吃溫體豬古典中式風,2022-09-07 16:07:17,vhygdih,Food,"店名：喬汕聖火鍋

     地址：潮州鎮榮祥路6號
     電話：08 789 5976
     試吃日期：2022/08


完整圖文:
https://vhygdih0412.pixnet.net/blog/post/355270048
潮州真的擁有非常多很厲害的在地美食
吸引很多周邊縣市的人假日過來尋找美食
對於我們高雄人來說來,
潮州最方便就是88快速道路下來
進去市區只要5分鐘
這次來品嚐朋友大力推薦的汕頭火鍋
喬汕聖搬到潮州火車站附近的營業地點,
方便沒有開車的朋友也可以坐車來品嚐
開車停車空間也多了很多~


喬汕聖主要是6人座為主的用餐規
自己蓋的全新建物 , 整個挑高又寬敞
用餐環境非常出色


裝潢上可以說是砸重本都是石材的桌面
桌子間的距離不會很近 , 也不會有隔壁桌
很適合家庭聚餐朋友聚會不受干擾 ~



工商宴會聚餐或者大家族想要有自己空間
也有包廂可以選,
兩間包廂可合併也可以分開,
提供傳統的圓桌比較有凝聚感
很推薦有需求可以提早訂位~


喬汕聖提供了美味傳統鍋物
可以雙拼湯底, 招牌藍鯊魚
厲害屏東在地溫體豬肉都是必點選擇
也是其他地方比較少可以吃得到的食材
無論是肉類海鮮都很厲害
絕對是可以滿足各種不同人聚餐喜好需求



洛神酸梅汁 $75

很漂亮的瓶子設計
酸甜口感很適合搭配火鍋
味道也蠻天然的
是我個人喝過數一數二好喝的酸梅汁



黃金御品上湯 | 濃厚扁魚雞湯

我們今天有選擇一份套餐再另外加點
套餐內含鴛鴦湯頭
除了有傳統的扁魚雞湯
黃金上湯很適合用來煮海鮮
扁魚雞湯裡扁魚很多 ,
味道很濃厚適合肉類
吃海陸火鍋味道不會混在一起



生猛海鮮嗨爆鍋 $1598

內含鴛鴦鍋底
溫體豬肉+肉品3選1
生猛海鮮拼盤 | 菜盤


屏東因地理環境關係,
喬汕聖除了主打溫體豬肉外 ,
海鮮也是很厲害的選擇
也有很多外面很少見選擇,
馬上帶大家來看看海鮮盤有什麼厲害的吧


生猛海鮮拼盤
藍鯊魚肚肉 | 鬼頭刀魚片
蛤蠣 | 草蝦 | 白蝦 | 生蠔

店家招牌藍鯊魚,
台灣唯一合法捕捉鯊魚種類,
除了傳統魚翅外
鯊魚肚也會用來入菜非常特別,
咀嚼起來很有膠質不油膩,
第一次享用覺得蠻有特色
鬼頭刀清爽甘甜
沒有刺享用起來也很方便



跟手掌一樣大的生蠔 ,
店家已經把殼刷很乾淨
可以帶殼一起煮3分鐘,
口感帶有天然的海味又很鮮甜
草蝦也是手掌一樣長
不黏殼的鮮甜讓人喜愛



溫體豬肉

很多人來到屏東都會想要吃溫體牛 ,
我也是第一次吃到強調溫體豬肉的火鍋,
當天市場新鮮直送手切梅花豬肉
吃起來的口感柔韌帶香氣,
完全不會有乾柴感~
溫體豬肉完全證明了東西新鮮還是最讚的道理
不用太花俏部位


綜合蔬菜拼盤

新鮮蔬菜拼盤 ,
種類豐富處理的乾淨


刺螺肉 $120

接著單點海鮮部分,
薄片刺螺肉口感爽脆清甜,
只要稍微燙幾秒, 不要過熟就很棒


龍膽石斑 新品上市

最近龍膽石斑的話題很熱門
屏東市龍膽石斑的大產地
店家用平實價格高貴食材可以說是一舉兩得
以前只有婚慶喜宴才看得到的龍膽石斑
直接拿來煮火鍋很霸氣
口感彈魚皮特別嫩



手工花枝丸 $120

手工製作花枝漿
完全不是外面工廠可以相比
咀嚼起來口感Q彈又很有鮮甜味,
很推薦可以加點



綜合牛肉拼盤 $528
美國頂級無骨牛小排 | 美國嚴選牛五花 | 美國黑牛翼板牛

加點一份美國牛的組合
提供三種不同口感牛肉
牛五花油感比較突出,
牛小排本身就是火鍋最棒的搭配
頂級美國牛肉大理石般的油花
口感帶有獨特香氣
每片都有厚度
一片一片來煮最美味



飛卷 $150

很大隻的深海魷魚, 因為大的關係
吃起來咬勁十足 , 但是易於咀嚼
鮮甜的口味很突出,
煮火鍋方式可以保持水嫩
個人還蠻喜歡的


喬汕聖還有個很棒的地方
就是醬料都會在桌上幫客人準備好
不用自己走來走去 ,會幫忙補滿很貼心



豬油拌飯 $50

傳統豬油拌飯加上一顆生蛋還有大量的青蔥
不用任何其他的搭配本身就是個非常美味的料理
我們每人自己都吃了一碗
酥脆的油蔥真的很下飯
推薦一定要點看看



喬汕聖火鍋整體的用餐環境個人很喜歡
品質的海鮮肉類帶著傳統美味,
厲害的溫體豬還有藍鯊系列產品
都是非常值得推薦的品項,
趕快假日帶家人來潮州品嚐美味汕頭火鍋吧
",[],220.130.192.193,2022-09-08 01:12:32,ptt
231,https://www.ptt.cc/bbs/Food/M.1662553871.A.27E.html,[食記]蛋黃酥心得台中拉波兒高雄Nama今年最好吃的蛋黃酥,2022-09-07 20:31:09,AlphaD,Food,"又有好心人士的蛋黃酥可以蹭了

這次拿到 傳說中跟陳耀訓師出同門的拉波兒，還有高雄的Nama
https://i.imgur.com/EHUwCdv.jpg
圖文網誌:
https://pse.is/4fhcfn
前情更新
之前有寫陳耀訓跟高雄莎士比亞的很好吃，但是，今年有朋友給我，說如同雷神索爾降臨

跟本不想吃，於是又有蛋黃酥可以蹭了，果然這二間今年。。。。。。。。。。

後來覺得，像這種季節才出蛋黃酥的店家，感覺每年都很不穩，每年都很不一定，不如一年365天都出蛋黃酥的店家，送禮送一送就好，不用搶成那樣
先說結論
Nama 真的是今年我吃到最好吃最強的，從外面酥皮，豆沙到裡面的蛋黃，超棒
來排名一下
Nama > 不二家 = 新口味 > 拉波兒

莎士比亞 跟 陳耀訓 先不放
Nama
一拿到就覺得這個也太漂亮，不知道皮會不會糊在一起

在切的時候心就放下一大半了，因為感覺很酥

一口吃下去果然酥度很讓人滿意，而且蛋黃不會太乾，超級濃郁有味道，這蛋黃真的是吃過最好吃的

最後把酥皮、蛋黃、豆沙一口咬真的超融合的！好好吃!!! 今年最讚

資訊
高雄市鼓山區華豐街21號（店面僅供預訂取貨，無現場販售）
Instagram:nama_patisserie
facebook:和生ナマ nama
拉波兒
這間的表現也是不錯，皮沒 Nama 那麼酥，蛋黃也還ok，整個算不錯，但是沒有Nama出色

最大問題是皮有點厚

資訊
404台中市北區中清路一段199號
04 2206 8066
10am~10pm","[{""cmtStatus"": ""→"", ""cmtPoster"": ""thudadai"", ""cmtContent"": "":周日才拿到NAMA可惡~"", ""cmtDate"": ""2022-09-07 21:07:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""GirlInBlack"", ""cmtContent"": "":那個Nama也太漂亮了~"", ""cmtDate"": ""2022-09-07 22:05:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""jellicolin"", ""cmtContent"": "":拉波兒的蒙太古可頌確實不錯，有酥潤的口感"", ""cmtDate"": ""2022-09-08 08:21:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""AlphaD"", ""cmtContent"": "":Nama的包裝更漂亮><'"", ""cmtDate"": ""2022-09-08 21:37:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""AlphaD"", ""cmtContent"": "":補一張nama包裝"", ""cmtDate"": ""2022-09-08 21:39:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""error123"", ""cmtContent"": "":有考慮吃陳耀訓師傅的慶祝蛋黃酥嗎"", ""cmtDate"": ""2022-09-10 09:56:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""juhyun"", ""cmtContent"": "":拉波兒我吃了覺得奶味很重，感覺不到豆沙，有點失望"", ""cmtDate"": ""2022-09-10 23:32:00""}]",122.116.36.38,2022-09-08 01:12:32,ptt
232,https://www.ptt.cc/bbs/Food/M.1662608925.A.FC7.html,[食記]高雄新興泰式-叻沙郎,2022-09-08 11:48:42,BOSOMGIRL,Food,"餐廳名稱：叻沙郎
消費時間：2022年/8月

叻沙郎-新興區泰式推薦

營業：11:30–13:30/17:30–21:00(週日休息)
電話：0981667613
地址：高雄市新興區洛陽街33號
捷運：橘線O6信義國小站 (步行6分鐘)
平均：$100-200/人
推薦：招牌叻沙鍋燒、招牌咖椰吐司、泰式奶茶",[],220.142.18.86,2022-09-09 01:12:13,ptt
233,https://www.ptt.cc/bbs/Food/M.1662690235.A.41F.html,[食記]御典茶高雄鼓山濃郁蒙古鮮奶茶搭配粉角,2022-09-09 10:23:51,Geiwoyujie,Food,"餐廳名稱：御典茶
   消費時間：2022年/8月
   地址：台灣高雄市鼓山區鼓元街38號
   電話：+8867 531 6618
   營業時間：11:00 - 22:00
   每人平均價位：60 TWD
   可否刷卡：否
   有無包廂：無
   推薦菜色：蒙古鮮奶茶+粉角
   官網：
https://www.facebook.com/RoyalTEATEA
圖多Blog好讀版
中文:
https://ryokousharoody.blogspot.com/2022/09/royal-tea-tea.html
2022年8月26日，這天晚上來到台灣高雄鼓山
準備搭乘台華輪前往澎湖馬公
已經先行一步抵達碼頭
準備託運腳踏車的同行友人
請我買杯手搖飲帶過去

於是剛搭乘捷運
抵達捷運西子灣站的我
則是到1號出口附近的御典茶
https://imgur.com/34f1TGS.jpg
御典茶的茶葉蠻多樣的
有不少冷泡茶可以選擇

朋友要的手搖飲
基本上是奶茶類
我看到了蒙古鮮奶茶
覺得這名字蠻少見的
於是平常不怎麼喝手搖飲料的我
也打算買一杯喝看看

最後我點了兩杯蒙古鮮奶茶
價錢是一杯60 TWD
這裡只能使用現金付款
不支援信用卡和行動支付

順帶一提
這裡的飲料沒有冰塊
而且還能免費加料
可以免費加粉角或珍珠

考慮到粉角似乎沒什麼在茶飲店看到過
便決定點來試試
https://imgur.com/RaTJ7Pz.jpg
當天的糖分點的是3分糖
其實本來是在無糖和3分糖間猶豫
不過店員推薦3分糖
就先試試看這味道吧
https://imgur.com/7BD7cJg.jpg
蒙古鮮奶茶的茶葉
用的是普洱茶
茶香的味道很濃郁
搭配鮮奶喝起來鮮香順口
3分糖的甜度也很剛好

粉角在蒙古鮮奶茶中
其軟Q又紮實有咬勁
為整體的口感豐富了不少

雖然平常不怎麼喝手搖飲料
不過御典茶的蒙古鮮奶茶
喝起來確實很順口
普洱茶的陳香也有出來
配上QQ的粉角更是讚！

在喝完了飲料之後
我們就登上了台華輪
準備啟航前往澎湖馬公了！
09/09 10:23",[],60.248.47.130,2022-09-10 01:12:37,ptt
234,https://www.ptt.cc/bbs/Food/M.1662731272.A.FA3.html,[食記]高雄湖東牛肉館二訪,2022-09-09 21:47:49,thudadai,Food,"餐廳名稱：湖東牛肉館
   消費時間：2022年/8月
   地址：高雄市湖內區中山路一段107號
   營業時間：0930-1400 1700-2130

圖文：
https://thudadai.pixnet.net/blog/post/70182338
照片記錄：人均1~1.5K。

上次初訪後有一種預感(?)，所以早早訂了八月底再來，
當天真有不少沒訂位就進門的客人(當然沒得吃，因為肉都是訂位時就先訂好的)，
後來跟老闆娘聊了一下，其實每天從善化送的新鮮牛肉，賣的份量頂多就這樣子，
也不會因此能接更多客人、賺得更多，好奇問她過去有沒有外國人上門？
說有台灣人帶去但沒有獨自去的，都嘛吃到吓吓叫，
只能說以推廣台灣本土美食的角度，這間上榜必比登是要比個大拇指~

老闆娘說冬天的肉較肥美，夏天略瘦但相對清甜耐吃，
這次試了一下炒類也很有水準，加點的牛舌偏後段亦比上次更嫩更香~極好！


(聽說有考慮做手工牛肉丸，如果人力夠的話...?)
(免費肉燥，油蔥香氣濃郁)
(蔥爆牛肉，鍋氣充份)
(麻油心肝，牛肝無異味，熟度也控制得好)
(每人一盤鮮切牛肉是基本，最好點大的)
(牛雜、牛尾都很棒，比起牛腩或牛臉頰，我更愛吃這些部位)
(牛舌，這次比上次好太多，很看臉黑臉白？)
","[{""cmtStatus"": ""推"", ""cmtPoster"": ""nowitzki"", ""cmtContent"": "":老闆娘人不錯上次還請吃芭樂XD"", ""cmtDate"": ""2022-09-09 23:21:00""}]",111.243.19.6,2022-09-10 01:12:37,ptt
235,https://www.ptt.cc/bbs/Food/M.1662823510.A.499.html,[食記]高雄莎曉-克羅埃西亞廚房,2022-09-10 23:25:07,vhygdih,Food,"餐廳名稱：莎曉 克羅埃西亞廚房Croatian Kitchen
   消費時間：2022年/08月
   地址：高雄市苓雅區光明街83號
   電話：0900 140 263
   營業時間：星期二~五 12:00~14:00、17:00~21:00；星期六、日 11:30~14:00、17:00
~2
一公休)
   每人平均價位：$800-1000
   可否刷卡：否
   有無包廂：無



老闆回克羅埃西亞
9/8-10/3 店休, 10/04 才有營業喔~



完整圖文:
https://vhygdih0412.pixnet.net/blog/post/355299904
https://i.imgur.com/Po4LtqP.jpg
莎曉克羅埃西亞廚房
在高雄其實也經營的蠻長一段時間,
克羅埃西亞可能對台灣來講並不是這麼熟悉 ,
我自己也是因為父母前幾年去克羅埃西亞旅遊
稍微Google一下才發現是在義大利附近XD
屬於東南歐料理風格,
雖然高雄 - 克羅埃西亞是非常遙遠的地方
不過卻擁有全台灣唯一克羅埃西亞餐廳,
莎曉克羅埃西亞餐廳從原本巷弄內的小店面起家
現在是位於漢神成功店, 斜對面的大樓一樓



這邊附近停車並不是這麼方便,
很建議尋找收費停車場
或者是搭乘輕軌從光榮碼頭站步行5分鐘過來
因為店內座位數並不多的關係, 很推薦一定要先訂位
https://i.imgur.com/i9MPoi5.jpg
店內色調大量使用克羅埃西亞國旗代表的紅白相間
也充滿巴爾幹半島熱情異國氣氛感,
走一個小型餐酒館路線,
尖峰時間用餐時間90分鐘
因為玻璃器具多,
也不接待6歲以下的小孩, 這點要特別注意
https://i.imgur.com/x6ROqC7.jpg
雙人燒烤大拼盤 $849 需要提早預訂

切巴肉 | 漢堡肉 | 烤肉串?
香腸 | 烤節瓜 | 炸雞塊 | 洋蔥薯條

一條一條長得很像香腸的就是切巴肉
吃起來其實像沒有皮的香腸
屬於巴爾幹島地區傳統料理
個人還蠻喜歡,
很像在美國常常吃到的breakfast sausage
但是手作口感就更加的天然
美國香腸都會加很多麵粉XD


克羅埃西亞真的是烤肉大國,
很多道菜都和烤肉燒烤離不開關係
其實還蠻適合喜歡吃燒肉的台灣人
不會太違和感, 而且肉真的給很充足~
https://i.imgur.com/65O46wX.jpg
克國戰斧豬 需提早預訂 $849

採用克羅埃西亞進口天然調味品加上台灣的豚肉
戰斧豬排真的讓我覺得很驚豔的一道菜色
本來覺得台灣菜其實已經算處理豬肉的非常好方式,
美式料理或者是美式牛排店豬排通常都會比較偏乾柴
所以美國人特別喜歡Pulled pork
這道需特別預定的戰斧豬排,
烤起來像烤牛肉般的香氣非常厲害


帶骨戰斧豬排烤得很有香氣
獨特克羅埃西亞調味,
口味上比較重的但是卻不會死鹹
肉質鮮嫩外酥內軟,
是我吃過好吃數一數二的豬排
而且很夠嫩鮮嫩, 醃製的時間超過1天
絕對是慢工出細活 ~


戰斧豬排附上的薯泥還會帶有一點薯塊感,
奶油香氣 , 屬於克羅埃西亞風味的馬鈴薯沙拉
https://i.imgur.com/GRPaOIz.jpg
克羅埃西亞手工香腸 $350

歐洲香腸選擇種類非常豐富
克羅埃西亞香腸酑O老闆家中留下的祖傳配方
口感上接近德國香腸
油脂豐厚度突出 ,
酸菜是我個人還蠻喜歡的
和馬鈴薯組成非常棒的一份主餐~


燉鹿肉 週末限定 $370

傳統燉肉會使用包含豬肉, 羊肉還有牛肉裝成
據說是獵人餐點,
不過我們今天選擇的是燉鹿肉
可以搭配麵包吸收紅椒醬汁,
肉質軟嫩入口即化
鹿肉是個非常不好料理的食材
印像中這麼軟嫩的選,
只有在猶大獅廚地一分熟烤鹿肉品嚐過
比較同樣也是香料大國的印度料理
克羅埃西亞辣的味道不會這麼明顯,
喝起來特別的暖胃~


克羅埃西亞果茶 雙人份? $150

茶壺非常漂亮, 有點塔吉鍋感覺
同樣家裡用這種金鍍邊陶瓷,
真的要稱讚保養器具非常不錯,
花茶是克羅埃西亞最多人會選擇的茶飲
口感清潤有點提神作用,
但是記得晚上不要喝太多哈哈



克里皮塔 $100

按照菜單介紹
是一種克羅埃西亞當地傳統的節慶蛋糕 ,
我們一致認為長得非常像雞蛋豆腐加柴魚XD
真的也有雞蛋豆腐的抖動感,
口感上偏向沒烤過的布蕾躧A加上一層酥皮,
的確是蠻特別的



鹽之花布朗尼 $100

布朗尼口感真材實料且帶紮實,
巧克力內含的脂肪成分很高
吃起來並不會太過於鬆軟但濕潤
法國頂級海鹽鹽之花可以說是完美搭配



波士尼亞咖啡 $130

雖然看起來很像土耳其咖啡
但是據說波士尼亞人很討厭人家說他們咖啡像土耳其咖啡XD
我覺得其實是非常像, 銅製的土耳其壺
可以搭配很甜的糖, 讓口感更加圓潤美味


對於一個喜歡吃肉的人來說
克羅埃西亞料理真是個非常不錯的選擇
原肉的選擇很多多層次的香料
吃起來都蠻喜歡的
價位不會到非常的高
卻可以品嚐很有特色的異國料理
喜歡的趕快提早訂位訂餐吧



","[{""cmtStatus"": ""推"", ""cmtPoster"": ""jellicolin"", ""cmtContent"": "":謝謝分享，之前在bbc的旅遊節目看到就非常好奇"", ""cmtDate"": ""2022-09-11 13:44:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""leptoneta"", ""cmtContent"": "":名稱取得好"", ""cmtDate"": ""2022-09-11 13:54:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Arutha"", ""cmtContent"": "":前幾天去想吃切巴比結果主廚過幾天要回去竟然沒備料T_T"", ""cmtDate"": ""2022-09-12 03:36:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""gn00093006"", ""cmtContent"": "":我前幾天才在看這家"", ""cmtDate"": ""2022-09-12 11:05:00""}]",111.185.219.153,2022-09-11 01:12:26,ptt
